songid,songname,length,popularity
7qHAjAL7CpadaZLamuBZRm,Thuggish Ruggish Bone,281,70
3R8sCwlK9pbFuvpdzAknyG,Walk Up To Your House,229,40
3NGT0Td7H4Is1qrlDQJxma,Check Yo Self - Remix,273,70
24vNw0Z0srb4zYXwrakw8E,"Wu-Tang Clan Ain't Nuthing ta F' Wit (feat. RZA, Inspectah Deck & Method Man)",216,65
6lEIjrQNwJPecJ7mMXjhjo,Wanna Be A Baller,355,66
1iDg5Sew5NGSxoIC7Qe5GT,"EZ Come, EZ Go",249,45
5H0dVldtI6HJZnEXzigKfY,Ruff Ryders' Anthem,214,0
525yPO8r5J6kLostDxm3XK,Back That Azz Up,265,55
4cPhuLaWqn0TZCs71wSk6s,Gimmie That Nutt,175,54
4nva9EpKntUTs6CRSGBCn9,Just A Lil Bit,237,78
6or1bKJiZ06IlK0vFvY75k,Rap God,363,76
4LwU4Vp6od3Sb08CsP99GC,The Next Episode,161,81
5eGEc27nnhtmcOh6RC890a,Kill You,264,70
4XHQyvbrBsQaaBUW1VvmsL,My Band,298,74
4IYKjN1DrYzxKXt0umJqsG,I Got 5 On It,253,75
4E5IFAXCob6QqZaJMTw5YN,Poppin' Them Thangs,240,71
2GrOq1y5gksYrqkc8Jzl9T,It Was A Good Day,260,73
0cfqYhY6B8PbGF9vaVNUeG,Hits from the Bong,160,68
7JeKXMQKm6GoLGTkNy2jZ0,If I Can't,196,65
6TYPoBrn53njY2C0WwdmA1,Hate It Or Love It - G-Unit Remix,263,64
3hwwIr2pcL2IWBpEUj5Hya,Window Shopper,190,51
4UhUXGXEeq3mPJyzZkx9fY,You Don't Know,257,61
1FKFCvi0i46qEJLZSEBH8p,I Get Money,223,54
36Hwcla06Q5BCr59CL0sBp,Ayo Technology,247,58
6xChOqrClteugb4RwSD1kS,Wanksta,218,47
7xQAfvXzm3AkraOtGPWIZg,Wow.,149,81
32lItqlMi4LBhb4k0BaSaC,Candy Paint,227,75
7CZyCXKG6d5ALeq41sLzbw,Take What You Want (feat. Ozzy Osbourne & Travis Scott),229,76
6eT7xZZlB2mwyzJ2sUKG6w,White Iverson,256,77
4jTiyLlOJVJj3mCr7yfPQD,This Could Be Us,206,78
2L8cFPItBljPNJgPjTnuIf,No Flex Zone,231,56
5uqphUYsR45kPYplrYSAQh,Throw Sum Mo,260,63
7FYH5AW3bVfZHJIQpq3UOA,I Don't Fuck With You,284,75
0SGkqnVQo9KPytSri1H6cF,Bounce Back,222,68
5YEOzOojehCqxGQCcQiyR4,Panda,246,69
6HfOzLLjsaXsehIFEsrxTk,Trophies,188,74
3iL2l5gUqyPS6vDwJFgJTR,BedRock,288,70
3cSuhzV7wKX5diQ8hos78P,Steady Mobbin,310,60
1EjzkhMFJgl08Qkn2uDV1d,EveryGirl In The World,313,58
3hQCHzkE5oSA3F1xM8bpcM,Hustlin',254,68
608a1wIsSd5KzMEqm1O7w3,I'm On One,296,70
6D1CstH1YvzNN8cPd9ay9Q,"Wipe Me Down (feat. Foxx, Webbie & Lil Boosie) - Remix",272,31
65D95SmygxGCQGiI64eaZf,Independent (feat. Lil' Boosie and Lil' Phat),250,24
2s9NvnrAU9WahyWRa0Ou9m,Give Me That,267,17
5nZRVPVZdHfNVaDnl1IaiY,Watch My Shoes (feat. 3 Deep),276,16
7zBQRGpYImAdIZc97FNj3V,"Shell Shocked (feat. Kill the Noise & Madsonik) - From ""Teenage Mutant Ninja Turtles""",206,63
7EZPH9Px3gXlxD5KJDwtwc,Bandz A Make Her Dance (feat. Lil' Wayne & 2 Chainz),278,63
5jrdCoLpJSvHHorevXBATy,Dark Horse,215,76
20FZrLl9zSbO9b3DhaqO6M,23,252,70
7seTcUFOhn5caSDbiSfsp0,She Knows,214,69
7aXuop4Qambx5Oi3ynsKQr,I Don't Mind (feat. Juicy J),251,67
12CdB878c6n94tTlNfPcCv,Who Am I (What's My Name)?,246,0
4675yUu8AUbE72T94BkLCD,Beautiful,299,64
1wva1IlWLDNLgwipUWcmjy,Sensual Seduction,245,55
7lgvU7WnwcNZ8dbGUz8yhP,Bitch Please II,288,72
3i1B1PnsfnOQPGVIzhf1lr,"That's My N**** (with Meek Mill, YG & Snoop Dogg)",199,64
3bA5Xfk5JyPGtBh00GX8Gk,"Ain't No Fun (If the Homies Cant Have None) (feat. Nate Dogg, Warren G & Kurupt)",246,0
1U8Ho1nOzKXYDvfigOuHG4,Kush - Main,235,62
1G93i9ga7ZPEOqpiNhM1mq,I Wanna Fuck You,178,65
5R1WTY85gge1Ggd5rTMUJK,Tha Shiznit,280,0
3Feec7M9kLXDHag4iZcBxU,Go To Church,231,57
1eL8wZKx7CVJVbZG12becL,You and Your Friends (feat. Snoop Dogg & Ty Dolla $ign),186,53
5XkeTGKcCkGF8l6fA9YpsS,Bitch Niggaz,253,53
5E75Cr0oqxGoX0YYwdC3nZ,"Peaches (Remix) feat. Ludacris, Usher & Snoop Dogg",229,50
5TlAXiBCBwiQnIZUAA4Jkg,Professional Rapper (feat. Snoop Dogg),353,58
3ia3dJETSOllPsv3LJkE35,California Love - Original Version,284,80
3RmKpob8xzv1pzHEQrMJah,Let Me Blow Ya Mind,230,76
7cFpB4ozcSwXuhqjvNbrbP,Good Times,211,60
4YtoipFgf4k0AfD17ZfD5X,"Nuthin' But A ""G"" Thang",238,8
6tDxrq4FxEL2q15y37tXT9,Dear Mama,280,70
712uvW1Vezq8WpQi38v2L9,"Bitch, Dont Kill My Vibe",310,67
6SmPPtaMnfxgz5duA6t9Cu,Throw Some D's,263,56
0XRbYXQUymj9SJkrr8YK5B,Keep Ya Head Up,262,69
1ixbwbeBi5ufN4noUKmW5a,Paper Planes,205,78
0B2ZuTLZnWQ6gz8RlNwBu1,On Fire,187,57
3NOq1Gpiy4KwDni8NhOmHQ,Ugly,265,46
3HVJbdz0V402U5YggQK4Ao,Touch It,214,57
3Jv1XgMPVjdN5xGfnRJ20s,Pop That,303,56
6Y9kdB2O0h9gq9y2vclsWT,Shorty Wanna Ride,261,56
0AOvNRgl0SMfOibWA5bP8o,Money Trees,386,62
2q4rjDy9WhaN3o9MvDbO21,Kiss Me Thru The Phone,193,78
0tIG1vFpmO37RDRvcjQRg0,Ghetto Supastar (That Is What You Are) - Soundtrack Version,265,34
0kswxxNV4DLBqJeMIqFh5n,She Make It Clap,111,58
1iAWDVZem3Vx3Pb8fTUTEL,Rick & Morty,152,48
6ATrsVaZT7XjkCynxM8cTS,Turn My Swag On,206,62
61ehOd7NByNLD1C5AcQhEb,Swing,217,26
7n2Dqgp4iXd8Zorfj9XSYo,Donk,192,52
3c3uUUJUzIxnhynlz30dgV,Ice Cream Paint Job (remix),370,6
0N9b7upoCixmvrsF0e4XN3,Soulja Girl,187,47
2PEDTqoTTUefVpJfjlAGE4,Hey You There,232,35
5tPab9ITAFIgaKc4JLuqkB,Bird Walk - Main,213,30
3aw9iWUQ3VrPQltgwvN9Xu,Family Affair,265,80
5vQXxfGn1bjv5WESrYVVpw,Just Dance,244,45
07K4GcCDSTiXUF5ssyTRUM,The Sweet Escape,246,72
3ZFTkvIE7kyPt6Nu3PEa7V,Hips Don't Lie (feat. Wyclef Jean),218,86
4TsmezEQVSZNNPv5RJ65Ov,Pon de Replay,246,80
2igwFfvr1OAGX9SKDCPBwO,Empire State Of Mind,276,83
4JehYebiI9JE8sR8MisGVb,Halo,261,75
3uqinR4FCjLv28bkrTdNX5,A Milli,221,66
5UsLjwBaTHBX4ektWIr4XX,Forever,357,75
1IAzD1muglOxOcPbUHs70R,Whatever You Like,249,74
60PAzFNW3vAiAiVK6DRJfB,Day 'N' Nite (Nightmare),221,72
1xMPwgmLHVXkIFYL0rvGiZ,You Can Do It,259,58
4P7VFiaZb3xrXoqGwZXC3J,Lollipop,299,70
4mmkhcEm1Ljy1U9nwtsxUo,Through The Wire,221,77
7sLpSWxQazJzDVG6YGzlVs,99 Problems,234,65
6bUNEbXT7HovLW6BgPCBsb,Roses,369,71
4EWCNWgDS8707fNSZ1oaA5,Heartless,211,88
7LR85XLWw2yXqKBSI5brbG,Run This Town,267,79
6MLsahMK3VvH9NUwXOktdS,I'm Real (feat. Ja Rule) - Murder Remix,262,67
6TrNRd98WksT9Kkmx9uj6R,Let It Rock,231,66
0UaMYEvWZi0ZqiDOoHU3YI,Lose Control (feat. Ciara & Fat Man Scoop),226,67
7IhsLJMqdxoo7YAZjaSMru,Dead And Gone,299,68
3WkibOpDF7cQ5xntM1epyf,It Wasn't Me,227,78
6Wt5QBzHp9vdSLAFlvdnDQ,"I Need a Girl (Pt. 2) [feat. Loon, Ginuwine, Mario Winans]",285,66
3jlbL2OTD5YmIunYzgQTAN,Live Your Life,338,75
3jagJCUbdqhDSPuxP8cAqF,Work It,263,70
4YA7nxDtAVE2R1Eryx7uRu,Always On Time,245,54
4fzsfWzRhPawzqhX8Qt9F3,Stronger,311,2
6ndmKwWqMozN2tcZqzCX4K,Remember the Name (feat. Styles of Beyond),230,69
7uKcScNXuO3MWw6LowBjW1,"One, Two Step (feat. Missy Elliott)",203,77
4yxKbzUC9auTZR9rTvFOTr,Angel,235,0
0k2GOhqsrxDTAbFFSdNJjT,Temperature,218,81
16XNk3bVCSHXN1rlwbXtHb,Birthday Sex,226,71
3OWcWJz1c0pIc6L3IDDhpP,Knock You Down,326,58
2gam98EZKrF9XuOkU13ApN,Promiscuous,242,84
0gs72Zn1Nxin1kvKpo9ee5,My Love,276,0
7xRNsqOQOgWbHV1nbXnfXN,Boom Boom Pow,251,0
2bLqfJjuC5syrsgDsZfGmn,The Way I Are,179,84
4zYTZvtcww7OWKie7fxA9E,Hit 'Em Up Style (Oops!),250,70
5qTvkDrSfvwDv6RBjjcfQr,Get Busy,211,4
0O45fw2L5vsWpdsOdXwNAR,SexyBack (feat. Timbaland),242,80
0d28khcov6AiegSCpG5TuT,Feel Good Inc.,222,84
3GpbwCm3YxiWDvy29Uo3vP,Right Round,204,80
5z7mYFfhw6N6f23VwrokJD,The Way You Move (feat. Sleepy Brown),234,69
1V4jC0vJ5525lEF1bFgPX2,Shots,222,68
7KwZNVEaqikRSBSpyhXK2j,Hypnotize - 2014 Remaster,229,80
0trHOzAhNpGCsGBEu7dOJo,N.Y. State of Mind,293,73
7m97yKVzPpXV9Z4ezEziOD,Big Pimpin',283,70
5KSJ9k1FYjFLnIRlJT2wF8,Tha Crossroads,223,68
4MxZW1XEcPuIZmkANsJabC,Party Up,268,0
0EWr7rj8u0R2o8hX397Mwa,Work,177,0
26Pjvw43nUS91mWAOfPDLz,Feel Me Flow,212,0
0HOqINudNgQFpg1le5Hnqe,Damn It Feels Good to Be a Gangsta,310,58
3Ti0GdlrotgwsAVBBugv0I,Can I Kick It?,251,71
2OgGlK7DqGg86Z5uUxUgGg,Passin' Me By,303,0
5ByAIlEEnxYdvpnezg7HTX,Juicy - 2005 Remaster,302,74
7G3lxTsMfSx4yarMkfgnTC,The World Is Yours,290,69
0QMHVTnrFTQJoaqmkdsKhT,I Wish - Radio Edit,252,64
0Q0IVlqMV64kNLlwjPj0Hl,Killing Me Softly With His Song,298,80
0TT7wJiEYD5GAeJfSR1ETX,Push It,272,0
2tNmhDlMbwQZLxQtWMt2EU,"Gravel Pit (feat. RZA, Method Man, Ghostface Killah, Raekwon & U-God)",253,57
6MszGZxe52sc4owTmjp0O9,Hip Hop Hooray,267,0
6S5SJlNXgrUBTLa58NMwGk,2 Of Amerikaz Most Wanted,246,59
1SWVDBtw6h3tm9OehOkDhv,What's The Difference,244,76
1dF5Y2dd7Wm4wZKvVjWBpr,1st of Tha Month,314,67
19FsxX4RthRMZGfXkImdCb,Notorious Thugs - 2014 Remaster,366,67
2iNcMYx2u8YDhCklGAVmXg,Bring The Pain,190,0
09EwNbGvUyu7BDEYG0cJro,Can't C Me,330,0
2Uu8IiLkLY0UXhCHka4Dlr,Doo Wop (That Thing),320,0
2k431Ect1b8BW0oTvHEU5R,I'll Be There For You/You're All I Need To Get By - Puff Daddy Mix,309,46
2c7H254xlKoGhmZT194C0T,Shoop,247,0
4dUWOra6S6IlEMiaFvb4lc,Hard Knock Life (Ghetto Anthem),240,50
00i2HU7TEzzftShjRrDSEF,Changes,268,62
6aJ90LBl96bly9zuEH1U2X,This Is How We Do It,237,65
7jIujRjK5JKNrMCcAvYUTN,Keep Their Heads Ringin',305,65
53duuSwaLOZuIrELvZXqLH,Going Back to Cali - 2014 Remaster,307,57
1muLq1kBLWIT3pmNC2xl0g,Foe Tha Love of $,272,65
3GKL13lkM5nRc4zC1lIOrR,Still Not a Player (feat. Joe) - Radio Version,236,70
2XKNIzuVL2aOlzGUiPkctF,O.P.P,271,0
2g8HN35AnVGIk7B8yMucww,Big Poppa - 2005 Remaster,252,80
1YQ7BbJR8HqAolfprvxGKu,Notorious B.I.G. (feat. Lil' Kim & Puff Daddy) - 2005 Remaster,191,58
2KFg8kjYy0rYjWsXGhEQHN,Who Shot Ya? - 2005 Remaster,319,65
6JI5wNWYdBw68GZjOMmgK5,Put It On,217,64
1eduDdsjMO7Or4EXnMf2iS,How Do You Want It,287,0
2bUojZta7GJTjGAqo064jo,Life Goes On,301,0
2xTft6GEZeTyWNpdX94rkf,All Eyez On Me,307,0
5LN1B9uVAVleCZ2euGarvi,MVP,218,55
2TE1FOBGJ0h7xxIFUjppmd,Street Struck,249,53
2Ih217RCGAmyQR68Nn7Cqo,You Know How We Do It,232,78
5xEm63lXBhJKZgjRDMWH3H,Dollaz + Sense,352,54
5UQOmTylBEdsIfSn37v3DO,Straight Up Menace,274,0
0Ed7MeXx64f6OcIuoTRCg1,Xxplosive,215,71
00FROhC5g4iJdax5US8jRr,Satisfy You,288,53
7hfRrdFJgFKK3cJ4rmkecE,Feel so Good,203,66
4JYUDRtPZuVNi7FAnbHyux,"Flava in Ya Ear Remix (feat. The Notorious B.I.G., LL Cool J, Busta Rhymes, Rampage)",302,58
3XcsaghGUCL9WzJz3TlLKo,On My Block,214,0
5XLC8xoqyua4U7wJiZAWik,"Method Man (feat. Method Man, Raekwon, GZA, RZA & Ghostface Killah)",350,60
3vZO25GdYuqFrR1kzZADnp,Ready or Not,226,73
2elA6JLRaQ6iB7hxiuTKN4,I Tried,287,61
1ozdRCYFVt8Ui0dba1520D,Notorious Thugs (feat. Bone Thugs-n-Harmony) - 2007 Remaster,367,60
3PYtlkObLFZ2SaFjS4TyJR,Ghetto Cowboy,325,52
3u9pftbhkHKNti0U58q5j3,Mo'murda,344,53
7aEjUdVMgHPQQdIIcaWnyt,Spit Your Game (feat. Twista & Bone Thugs-n-Harmony) - 2005 Remaster,249,55
6H0AwSQ20mo62jGlPGB8S6,It's A Vibe,210,66
4X5f3vT8MRuXF68pfjNte5,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",233,77
5l3CML2OnzfNs5RfVgbcLt,Talk Dirty (feat. 2 Chainz),177,73
7y911sqgHGHcyU4ivapjwi,All Me,270,65
4H9pCqPKc11WCbfILZSYTt,Neighbors Know My Name,104,45
0kIHfcHGFGm5xb0dSlKEdp,Hood Go Crazy,225,59
6j9iyrrmqWlQZ5SD1hSTaq,No Lie,237,60
6M47gaKejso9772SKTa3yH,Face Off,219,65
5dqrgmHHBuUzwYKBXJuIm0,Like I Ain't,222,61
3kW5Rq9AIL0QQuYTSKNkQw,Erbody But Me,197,60
0I0wn4G67txQwENcmRH3d6,Caribou Lou (Album Version (Explicit)),271,62
2hnTGEeWAh9UHIjpMsPiFf,I'm a Playa,298,43
42Lryt8OjQ3C86dZAOgUdd,Nothin',225,39
3Okb56pSKGdoTWUcv4isoo,In The Air,258,27
3rNL3jS0CXIyW79x2NUxKH,Blown Away,291,30
53SyS13jh56ii7rlD19cWG,Party and Bullshit,265,24
5it88Z5VrCoIoydnt5tdQR,Sorry N' Shit,350,35
1AJx5jJQy9pKKxcnHm85RY,Dysfunctional,240,60
4Ade0IwkleaUD2X7uIdY0i,Red Nose,326,42
6OklZCJBGpsd7mdE8jUfIN,Areola,268,37
2QEvKBP0cHfx1aSvCWDYco,Creepin',304,24
4FI0rdztOAYJZMupujL5Gp,Fuck You,205,63
2BMRUAA1oTc7e9JPlr6xbZ,Big Ego's,238,58
6MdqqkQ8sSC0WB4i8PyRuQ,No Diggity,304,78
70ATm56tH7OrQ1zurYssz0,I Need A Doctor,283,69
4dK00wCxlqWEeN8BoM1BHT,Crack A Bottle,297,70
04fX3oTJm5Zucg3Uf9aix0,Fuck Wit Dre Day (And Everybody's Celebratin'),292,0
0JSCZdPOPR7d8Mfi09tIxU,Bitches Ain't Shit,288,0
1ohwrBQrxIlqMYfkoYERiN,Eazy-Duz-It,259,62
2ImuQo1g14CTR9hZAZD3aQ,This D.J.,203,66
0Qr9Dl5b43RAZuXTSqzBzu,American Psycho II,224,63
5H3B1WtZYGmyOYOXgQltKU,Under The Influence,321,65
65iyI1iybyv5ecsfBHSdUf,Gangsta Nation,293,65
13AvIMuWOBUWGBhWGIHb6N,Friday,229,53
3OMqeZU9lQGimMwMjPvBsp,Appetite For Destruction,188,52
0LFcFGLYTX6UmeIdO7NVd7,Ali Bomaye,372,62
1GMDpf82TUwTVBPYiu0dmR,Switch Lanes,221,59
0lOe1dR2TNkJMCjIcRuw6T,Westside Story,223,61
39yRhjDdSTP4A7VehxBXDb,Wouldn't Get Far,251,57
5F7caGhe84C6ONva5S8yXF,Dreams,286,57
4GXH9A6fzuE0MNtqtzjhLg,My Life,320,0
0cNJ3huiV99wvUN1tmQLTL,"Beamer, Benz, Or Bentley",208,54
4MHboJP4Mj8b2bc4hXayIo,"Touch It - Remix/Featuring Mary J. Blige, Rah Digga, Missy Elliot, Lloyd Banks, Papoose & DMX (Explcit)",240,50
50UkypyQJbSQLaXHke5Yep,There It Go (The Whistle Song),180,61
0YkJU6TjjwzsVXUPRIO0DB,Make Me Better,253,61
6lrRIfQDcikJ5y5DtyZPuJ,Can't Let You Go (feat. Mike Shorey & Lil' Mo),223,62
6c0GmyBsE7mQtrVvxJaWc3,Throw It In The Bag,231,58
2fQ6sBFWaLv2Gxos4igHLy,Say Aah (feat. Fabolous),207,61
6h7PQQIUQSNSAWqRe98MBU,"Trade It All, Pt. 2 (feat. P. Diddy & Jagged Edge)",275,51
7K4Aq4awgYvDKEJdEvvl4j,Can't Deny It (feat. Nate Dogg),306,50
1gZ7i4qxXkHZb1r6eioaAP,Don't Cha,272,67
5osSw3tL07Tuid7AWsvYcc,"Ante Up (feat. Busta Rhymes, Teflon & Remi Martin) - Remix",247,62
4SnTf4ixVZCfQtxHNhky0T,Pass The Courvoisier Part II (feat. P. Diddy & Pharrell) - Remix,238,54
0KbIwqCAHmXWu7hrszXY6j,Party We Will Throw Now!,209,64
0fGh0trRN1xz3s41r7V5ce,Shake That,274,74
3lcC9CnN7Rpo1ugATzmYjY,Area Codes,303,62
3j9UIPpivEXyfV67agjXKH,"All About U (ft. Nate Dogg, Snoop Dogg, Fatal, Yani Hadati)",276,64
7IMt6vPcCbtNqXay4Zp9ya,So Fly (J. Period Remix),185,0
0YHI5hydPPth6J5UOzdLDX,Lay Low,223,59
177whjgOe4OAqNvgu6GETq,Ain't No Fun (feat. Snoop Dogg & Warren G) (J. Period Remix),94,0
6BdgtqiV3oXNqBikezwdvC,Over,233,70
6J5sxraPPZ4b0CVOGAgpXj,I'm Different,207,57
0rSVWYKiBkirydeEyFevAn,HYFR (Hell Ya Fucking Right),206,20
7kfTqGMzIHFWeBeOJALzRf,Headlines,235,36
3SShjQBczSt1HMpWA9zbwE,Rich As Fuck,223,65
4Kz4RdRCceaA9VgTqBhBfa,The Motto,181,76
6t2eIONH4Sax3R21QWiKNp,Believe Me,337,60
1EbWiEra7ovNsMq3DeLSDy,Power Trip (feat. Miguel),240,0
0b8qcIPuFq77U6ifMUAVUP,All Gold Everything - Remix,281,42
6V2D8Lls36APk0THDjBDfE,Started From the Bottom,174,0
79XrkTOfV1AqySNjVlygpW,Energy,181,71
16qYlQ6koFxYVbiJbGHblz,G.O.M.D.,301,0
27GmP9AWRs744SzKcpJsTZ,Jumpman,205,71
2LLFl56eIFGFlnrplUC26f,"Flex (Ooh, Ooh, Ooh)",176,47
0jkeRqlWciqKxU3iHQfdWj,Seen It All,207,59
5lFDtgWsjRJu8fPOAyJIAK,Back To Back,170,68
343YBumqHu19cGoGARUTsd,Fake Love,210,72
0qy5D3OJre7SPJNMOL9I71,Broccoli,225,63
2VWbHHhWnMzKWPUs4IEEW9,God's Plan,198,0
6vN77lE9LK6HP2DewaN6HZ,Yes Indeed,142,81
43uQtNJUmlEdJtjbz6GdGL,No Shopping (feat. Drake),227,43
4wqzOaLxiCRy2Et8tRyNSX,The Thrill,234,2
2kzRSiyignH8yzPTrWvyPo,No Sleep,191,62
0osPX8TruIebOhKuG6GK8C,On My Level (feat. Too $hort),272,61
1XGmzt0PVuFgQYYnV2It7A,Payphone,231,84
6u8hSdYZxbK5EczDPRIXXf,Something New (feat. Ty Dolla $ign),200,57
1ULa3GfdMKs0MfRpm6xVlu,We Dem Boyz,224,64
26XUAwGZqQEyy8Ubhtj4kq,Feelin' Myself,253,61
1ms5tNNdPouTtcD2oVF9Oz,"Work Hard, Play Hard",219,60
53DB6LJV9B8sz0p1s6tlGS,Roll Up,227,61
0jqBo5RYn008f4ZY8kPewW,Indica Badu,260,59
5OI48E8HqkN8fnTOu3Hfuf,Medicated (feat. Chevy Woods & Juicy J),331,57
6j236RwzFFj4wqH2tWJNBD,5 O'Clock (feat. Lily Allen & Wiz Khalifa),281,0
2iDjCLUOGhJtz5cPHljGVd,Ass Drop,166,53
4q6dqyGM25sKFU8nYAGRe4,Show Me (feat. Chris Brown),217,69
2asIUjALYhUbH8hvLUhDWo,Main Chick (feat. Chris Brown),197,62
5IZc3KIVFhjzJ0L2kiXzUl,Promise (feat. Fetty Wap),224,62
0TKWHD7sbO0CrEAdegPLZm,Hell & Back,250,59
41Fflg7qHiVOD6dEPvsCzO,Worth It (feat. Kid Ink),224,74
2npJP0YTkykkqjezhA1g8f,Be Real (feat. DeJ Loaf),206,59
2fsULZDbmjjZPtr1PfeBRz,That's on You,210,47
2d8JP84HNLKhmd6IYOoupQ,Trap Queen,222,76
1WoOzgvz6CgH4pX6a1RKGp,My Way (feat. Monty),213,67
3ESSGgWzRf1xvP7G5hHMhB,Again,312,68
1TkWsnheqK0gBtvh07BtNX,$ave Dat Money (feat. Fetty Wap & Rich Homie Quan),290,61
0k6DnZMLoEUH8NGD5zh2SE,Ayo,225,72
5mu1uv8RmzDkF8foePK5qa,Kream (feat. Tyga),166,63
3GW3dMxqIbl14cZtpLRQBy,Splash (feat. Moneybagg Yo),173,57
73xXDeBMlC5cdvWoOLWVLo,Dip (feat. Nicki Minaj),195,57
0srwKuJPH8yBzzFUJMBQM2,Rack City,203,67
0aJ2hFC6e9Z00Lx9RIRNcT,SWISH,194,59
2NRUU0gP1d8Yif8CpsCW8l,Faded,206,55
1sbEeUY8KsdvgiQi26JBFz,POPSTAR (feat. Drake),200,65
1cEhrSF6EylAEqdhUGuNpX,LET IT GO (feat. Justin Bieber & 21 Savage),165,58
12PNcnMsjsZ3eHm62t8hiy,"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",232,35
3DXncPQOG4VBw3QHh3S817,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",288,72
6YdzlsQcyXoWjAykR0rjj3,We Takin' Over,263,30
4F0sMzz8L5EE8ly9o3evIq,Out Here Grindin',261,28
5WyT4OJkN8FlIeTIPWI5xq,I'm So Hood,255,28
0uFvvXbmGIXlf5ZgtHyYpf,Bugatti,269,0
7sjwaBQ6M3aVigYfBjm1sL,Ima Boss (feat. Rick Ross),250,63
6ezg5Mm5UEEi3Oqsbb7Cjn,"Do You Mind (feat. Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross)",325,59
5dANgSy7v091dhiPnEXNrf,Put On,321,4
0Ss50OU9tCozI7JIywkv14,Soul Survivor,280,66
5264rU21ndum3CYYaSGUUm,I'm So Paid,263,1
5aooThgj87ID0vgiyvcjPM,I'm Goin In,225,64
7qFxSPDUDMQNGBqTvK4aEj,I Luv It,240,61
2JJ5h2I1S0UR4tyD0U1I7K,R.I.P.,199,44
4Onlx3t98YDeu8bM7wRS5K,My President,329,0
5sNESr6pQfIhL3krM8CtZn,Numb / Encore,205,78
4h5KBcltGefua73AUPYps7,Izzo (H.O.V.A.),240,59
0s46SltT4On0Z6kglK1I5c,I Just Wanna Love U (Give It 2 Me),227,58
5ljCWsDlSyJ41kwqym2ORw,03' Bonnie & Clyde,205,70
4LGMSdeKOUoy5Wf75Je0Hl,Can I Get A...,309,61
6gpZSI0xEMTzleBc5ykOVA,Heart Of The City (Ain't No Love),223,60
35srNkJVToAzYiZzron1FY,Young Forever,253,65
0TwBtDAWpkpM3srywFVOV5,Crazy In Love (feat. Jay-Z),235,81
6Iuh3vNjpWhSeHM3RZgzQL,Bam,234,55
7Ezwtgfw7khBrpvaNPtMoT,All The Way Up (feat. Infared),191,62
0B8drtTSp68pZdkmVrG9ZA,Twinz (feat. Fat Joe),228,67
4JPCdSaqs9dJd7RatFSHww,Make It Rain,247,61
27GWWBegMtuzYixG9JTNrW,The Enemy,168,0
04FXF9tLQvYzc9ZWnTpaA3,Get It Poppin' (feat. Nelly) - Serban Main 4/20/05,205,45
4NT8MTxwf9wvZ4Ui36x7O2,Pick It Up (feat. Dre),207,28
3UmaczJpikHgJFyBTAJVoz,Stan,404,82
5W8HXMOMLtXLz0RGKUtnlZ,"Last One Standing (feat. Polo G, Mozzy & Eminem) - From Venom: Let There Be Carnage",257,66
4hEl2wrneFEJbJ6SDYWd2f,Not Afraid,248,0
23wfXwnsPZYe5A1xXRHb3J,The Way I Am,290,74
7BMO7O7ImjV8HNTH74Tshv,Cleanin' Out My Closet,297,73
6UaRii9AH6Zss9xNMEQ2M9,Love The Way You Lie,263,0
7n8UWYTawkrcC1KBsY5XRc,Beautiful,392,0
4woTEX1wYOTGDqNXuavlRC,Superman,350,83
6CN3e26iQSj1N5lomh0mfO,Like Toy Soldiers,296,68
7bHT9osSq1rwT2yaImzqCi,No Love,299,70
0xzEDBVP6SmgByZePlbUvT,We Made You,269,0
15qrWkkYCfmtu1uRpGf48L,White America,324,64
0HNAPf0cLMkVQfwPl74kF3,Ass Like That,265,0
72i5s3SBDEkaRUOgUTlkfO,In Your Head,182,0
3ORfa5ilEthp2U0TRcv7kv,Patiently Waiting,288,62
5D2mYZuzcgjpchVY1pmTPh,Candy Shop,209,81
0x3TibRgnSqzkcwrqBd4iX,Down On Me,228,73
2lMg3lCMOGistaWBNGjuT3,Blow the Whistle,163,65
3XabgBQYC7H80agKcAq83Y,Shake That Monkey (feat. Lil' Jon & The EastSide Boyz),278,55
1ei4Cg4zYN2y17CAvjETSM,So You Want to Be a Gangster,244,49
7nR3jmYBf3e9TEf6zpJiZb,Bossy,273,4
4K45MZQw6oVl9PUiouVoED,Gangsters & Strippers,199,45
5vIu19A3EEdHgFM4Cba6F4,Choices (Yup),272,52
1eRyWRvO3RE6AlKhvYhTuX,Act A Fool,272,50
1WtTLtofvcjQM3sXSMkDdX,How Low,201,61
4KTtYhxFtFL7mBwnjkKfLm,Glamorous,246,70
3nMb7ToWIxYvmaIG20z6ux,Tonight (I'm Fuckin' You),232,65
7i7UIbm5E0DD7aSOYvwp2v,Oh (feat. Ludacris),256,65
1CdqVF1ywD0ZO1zXtB9yWa,Break Your Heart,186,70
26liGJfeDiHLVn0qTETkt1,Blueberry Yum Yum,235,61
3njpLvANriMsdv3dgADEad,Get Back,270,61
2CtCwQhY0ZLvr8L2l8Bo6e,Stand Up,213,62
